"label","type","author","title","journal","year","volume","number","pages","month","abstract","doi","article_number","issn","eissn","unique_id","researcherid_numbers","orcid_numbers","earlyaccessdate","note","organization","address","keywords","language","p","n","sd","matches"
"WOS.000554923700001","Article","Anatoliy Gruzd and Philip Mai","Going viral: How a single tweet spawned a COVID-19 conspiracy theory on Twitter","BIG DATA \& SOCIETY",2020,"7","2",NA,"JUL","In late March of 2020, a new hashtag, \#FilmYourHospital, made its first appearance on social media. The hashtag encouraged people to visit local hospitals to take pictures and videos of empty hospitals to help ``prove{''} that the COVID-19 pandemic is an elaborate hoax. Using techniques from Social Network Analysis, this case study examines how this conspiracy theory propagated on Twitter and whether the hashtag virality was aided by the use of automation or coordination among Twitter users. We found that while much of the content came from users with limited reach, the oxygen that fueled this conspiracy in its early days came from a handful of prominent conservative politicians and far right political activists on Twitter. These power users used this hashtag to build awareness about the campaign and to encourage their followers to break quarantine and film what is happening at their local hospitals. After the initial boost by a few prominent accounts, the campaign was mostly sustained by pro-Trump accounts, followed by a secondary wave of propagation outside the U.S. The rise of the \#FilmYourHospital conspiracy from a single tweet demonstrates the ongoing challenge of addressing false, viral information during the COVID-19 pandemic. While the spread of misinformation can be potentially mitigated by fact-checking and directing people to credible sources of information from public health agencies, false and misleading claims that are driven by politics and supported by strong convictions and not science are much harder to root out.","10.1177/2053951720938405","2053951720938405","2053-9517",NA,"WOS:000554923700001",NA,"Mai, Philip/0000-0002-6950-1220 Gruzd, Anatoliy/0000-0003-2366-5163",NA,NA,NA,NA,NA,NA,NA,NA,NA,106
"WOS.000563784100001","Article","N. T. Maruping-Mzileni and S. M. Ferreira and P. J. Funston and F. Kalala Mutombo and V Goodall","Horizontal disease transmission in lions from behavioural interfaces via social network analysis","MAMMAL RESEARCH",2020,"65","4","709-718","2020 OCT","The degree of relatedness and an interacting unifying central member can exacerbate disease transmission within a social group. The severity of the disease depends on the route, dose and frequency of infection. Group-living social mammals thus have the ability to exacerbate the spread of the disease. LionsPanthera leoare social carnivores with individuals interacting on a regular basis. We used observations of lion behaviours to define potential transmission routes between individuals and the likely spread of diseases in the lion population of the Kruger National Park. This allowed description of the epidemiology of bovine tuberculosis to mimic and predict the potential rate of horizontal disease transmission within lion prides. Social network analysis allowed us to identify the most important pride members and the implications of interactions with these members for spreading disease in prides. Three prides in the southern region of the Kruger National Park comprised degrees of relatedness within prides that predict variable links between pride members. The interactive behaviour of young lions with each other, a key element of learning in social mammals, play a key role in dictating contact rates that enhance disease transmission. Even so, within prides,R-0< 1 predicts that bovine tuberculosis should disappear from a pride. Persistence of the disease as noted for lions in Kruger can only realize through unlikely transmissions or through feeding on infected prey. Our results support lions as a spill-over host.","10.1007/s13364-020-00526-7",NA,"2199-2401","2199-241X","WOS:000563784100001",NA,"Mzileni, Nkabeng/0000-0002-7628-5327 Goodall, Victoria/0000-0002-9448-5664","AUG 2020",NA,NA,NA,NA,NA,NA,NA,NA,111
"WOS.001044403900001","Article","Christine Pando and Ashley Hazel and Lai Yu Tsang and Kimmerling Razafindrina and Andry Andriamiadanarivo and Roger Mario Rabetombosoa and Ideal Ambinintsoa and Gouri Sadananda and Peter M. Small and Astrid M. Knoblauch and Niaina Rakotosamimanana and Simon Grandjean Lapierre","A social network analysis model approach to understand tuberculosis transmission in remote rural Madagascar","BMC PUBLIC HEALTH",2023,"23","1",NA,"AUG 9","BackgroundQuality surveillance data used to build tuberculosis (TB) transmission models are frequently unavailable and may overlook community intrinsic dynamics that impact TB transmission. Social network analysis (SNA) generates data on hyperlocal social-demographic structures that contribute to disease transmission.MethodsWe collected social contact data in five villages and built SNA-informed village-specific stochastic TB transmission models in remote Madagascar. A name-generator approach was used to elicit individual contact networks. Recruitment included confirmed TB patients, followed by snowball sampling of named contacts. Egocentric network data were aggregated into village-level networks. Network- and individual-level characteristics determining contact formation and structure were identified by fitting an exponential random graph model (ERGM), which formed the basis of the contact structure and model dynamics. Models were calibrated and used to evaluate WHO-recommended interventions and community resiliency to foreign TB introduction.ResultsInter- and intra-village SNA showed variable degrees of interconnectivity, with transitivity (individual clustering) values of 0.16, 0.29, and 0.43. Active case finding and treatment yielded 67\%-79\% reduction in active TB disease prevalence and a 75\% reduction in TB mortality in all village networks. Following hypothetical TB elimination and without specific interventions, networks A and B showed resilience to both active and latent TB reintroduction, while Network C, the village network with the highest transitivity, lacked resiliency to reintroduction and generated a TB prevalence of 2\% and a TB mortality rate of 7.3\% after introduction of one new contagious infection post hypothetical elimination.ConclusionIn remote Madagascar, SNA-informed models suggest that WHO-recommended interventions reduce TB disease (active TB) prevalence and mortality while TB infection (latent TB) burden remains high. Communities' resiliency to TB introduction decreases as their interconnectivity increases. ``Top down{'' population level TB models would most likely miss this difference between small communities. SNA bridges large-scale population-based and hyper focused community-level TB modeling.","10.1186/s12889-023-16425-w","1511",NA,"1471-2458","WOS:001044403900001",NA,"Hazel, Ashley/0000-0001-7680-5460 Pando, Christine/0000-0003-1652-6819",NA,NA,NA,NA,NA,NA,NA,NA,NA,112
"WOS.000798719200001","Article","Li Yang and Xin Fang and Junqi Zhu","Knowledge Mapping Analysis of Public Health Emergency Management Research Based on Web of Science","FRONTIERS IN PUBLIC HEALTH",2022,"10",NA,NA,"MAR 9","At present, major public health emergencies frequently occur worldwide, and it is of great significance to analyze the research status and latest developments in this field to improve the ability of public health emergency management in various countries. This paper took 5,143 related studies from 2007 to 2020 from the Web of Science as research object and used CiteSpace, VOSviewer, and other software to perform co-word analysis, social network analysis, and cluster analysis. The results and conclusions were as follows: (1) the related research identified three periods: the exploration, growth, and outbreak period; (2) chronologically: the relevant research evolved from medical and health care for major diseases to emergency management and risk assessment of public health emergencies and then researched the novel coronavirus (COVID-19) pneumonia epidemic; (3) clustering analysis of high-frequency keywords, identifying three research hotspots: ``disaster prevention and emergency medical services,{''} ``outbreak and management of infectious diseases in Africa,{''} and ``emergency management under the COVID-19 pneumonia epidemic.{''} Finally, this study combined the data and literature analysis to point out possible future research directions: from the research of the COVID-19 pneumonia epidemic to the research of general major public health emergencies, thinking and remodeling of the national public health emergency management system, and exploring the establishment of an efficient international emergency management cooperation mechanism.","10.3389/fpubh.2022.755201","755201",NA,"2296-2565","WOS:000798719200001",NA,"Zhu, Junqi/0000-0002-5247-9805",NA,NA,NA,NA,NA,NA,NA,NA,NA,113
"WOS.001024903500001","Article","Kathryn M. Barker and Sandra Brown and Eileen V. Pitpitan and Holly Baker Shakya and Anita Raj","Adolescent alcohol use: use of social network analysis and cross-classified multilevel modeling to examine peer group, school, and neighborhood-level influences","AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE",2023,NA,NA,NA,"2023 JUL 10","Background: Neighborhood-, school-, and peer-contexts play an important role in adolescent alcohol use behaviors. Methodological advances permit simultaneous modeling of these contexts to understand their relative and joint importance. Few empirical studies include these contexts, and studies that do typically: examine each context separately; include contexts for the sole purpose of accounting for clustering in the data; or do not disaggregate by sex.Objectives: This study takes an eco-epidemiologic approach to examine the role of socio-contextual contributions to variance in adolescent alcohol use. The primary parameters of interest are therefore variance rather than beta parameters (i.e. random rather than fixed effects). Sex-stratified models are also used to understand how each context may matter differently for male and female adolescents.Method: Data come from the National Longitudinal Study of Adolescent to Adult Health (n = 8,534 females, n = 8,102 males). We conduct social network analysis and traditional and cross-classified multilevel models (CCMM) in the full and sex-disaggregated samples.Results: In final CCMM, peer groups, schools, and neighborhoods contributed 10.5\%, 10.8\%, and 0.4\%, respectively, to total variation in adolescent alcohol use. Results do not differ widely by gender.Conclusions: Peer groups and schools emerge as more salient contributing contexts relative to neighborhoods in adolescent alcohol use for males and females. These findings have both methodological and practical implications. Multilevel modeling can model contexts simultaneously to prevent the overestimation of variance in youth alcohol use explained by each context. Primary prevention strategies addressing youth alcohol use should focus on schools and peer networks.","10.1080/00952990.2023.2222431",NA,"0095-2990","1097-9891","WOS:001024903500001","Barker, Kathryn/KBD-4684-2024",NA,"JUL 2023",NA,NA,NA,NA,NA,NA,NA,NA,115
"WOS.000495795700037","Article","Keiki Hinami and Michael J. Ray and Kruti Doshi and Maria Torres and Steven Aks and John J. Shannon and William E. Trick","Prescribing Associated with High-Risk Opioid Exposures Among Non-cancer Chronic Users of Opioid Analgesics: a Social Network Analysis","JOURNAL OF GENERAL INTERNAL MEDICINE",2019,"34","11","2443-2450","NOV","BackgroundThe continued rise in fatalities from opioid analgesics despite a steady decline in the number of individual prescriptions directing >= 90 morphine milligram equivalents (MME)/day may be explained by patient exposures to redundant prescriptions from multiple prescribers.ObjectivesWe evaluated prescribers' specialty and social network characteristics associated with high-risk opioid exposures resulting from single-prescriber high-daily dose prescriptions or multi-prescriber discoordination.DesignRetrospective cohort study.ParticipantsA cohort of prescribers with opioid analgesic prescription claims for non-cancer chronic opioid users in an Illinois Medicaid managed care program in 2015-2016.Main MeasuresPer prescriber rates of single-prescriber high-daily-dose prescriptions or multi-prescriber discoordination.Key ResultsFor 2280 beneficiaries, 36,798 opioid prescription claims were submitted by 3532 prescribers. Compared to 3\% of prescriptions (involving 6\% of prescribers and 7\% of beneficiaries) that directed >= 90 MME/day, discoordination accounted for a greater share of high-risk exposures-13\% of prescriptions (involving 23\% of prescribers and 24\% of beneficiaries). The following specialties were at highest risk of discoordinated prescribing compared to internal medicine: dental (incident rate ratio (95\% confidence interval) 5.9 (4.6, 7.5)), emergency medicine (4.7 (3.8, 5.8)), and surgical subspecialties (4.2 (3.0, 5.8)). Social network analysis identified 2 small interconnected prescriber communities of high-volume pain management specialists, and 3 sparsely connected groups of predominantly low-volume primary care or emergency medicine clinicians. Using multivariate models, we found that the sparsely connected sociometric positions were a risk factor for high-risk exposures.ConclusionLow-volume prescribers in the social network's periphery were at greater risk of intended or discoordinated prescribing than interconnected high-volume prescribers. Interventions addressing discoordination among low-volume opioid prescribers in non-integrated practices should be a priority. Demands for enhanced functionality and integration of Prescription Drug Monitoring Programs or referrals to specialized multidisciplinary pain management centers are potential policy implications.","10.1007/s11606-019-05114-3",NA,"0884-8734","1525-1497","WOS:000495795700037","Aks, Steven/AAF-1924-2020 ","Hinami, Keiki/0000-0002-1927-2546 Trick, William/0000-0002-3243-5098",NA,NA,NA,NA,NA,NA,NA,NA,NA,117
"WOS.000893803800009","Article","Seyed Hossein Mousavi and Hamidreza Khankeh and Golrokh Atighechian and Mohammad H. Yarmohammadian and Mehrdad Memarzadeh","Analysis of the intellectual and social structure of health system response plan to earthquake studies adopting word co-occurrence and narrative approaches","JOURNAL OF EDUCATION AND HEALTH PROMOTION",2022,"11","1",NA,"JAN-DEC","BACKGROUND AND AIM: Earthquake is a natural disaster severely affecting the societies' health, hygiene, and welfare as such the most effective method to respond to its damages is to develop a readiness plan. This study aimed to discover thematic patterns and co-author relationships extracted from relevant publications to plan an earthquake response. MATERIALS AND METHODS: This descriptive-analytical study adopted the scientometric approach and used word co-occurrence and social network analysis. The published articles indexed in PubMed were retrieved from 1970 to 2021 using a combination of keywords ``earthquake and response. `` The data were analyzed in VOSviewer, UCINET, and NetDraw software. RESULTS: The following six thematic clusters with a social map were extracted: Initial response of the healthcare system, response to probabilistic risks after the hazard, response to mental health and community resilience, response to public health, response to post-traumatic stress disorders, and staff's response to the needs assessment and continuity of diagnostic treatment services. Moreover, social network analysis revealed the great impact of Japanese and Chinese authors and institutes. CONCLUSION: The present study detected many gaps in the literature on earthquake response, which can contribute to developing a general framework to prepare integrated healthcare earthquake response plans to promote the performance of this system.","10.4103/jehp.jehp\_1632\_21",NA,"2277-9531","2319-6440","WOS:000893803800009","Yarmohammadian, Mohammad H/E-7436-2012 Khankeh, Hamidreza/AAF-4581-2021 Atighechian, Golrokh/AAC-4877-2019","Yarmohammadian, Mohammad H/0000-0002-4711-3163 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,118
"WOS.000995093500001","Article","Melissa Tracy and Li Shen Chong and Kate Strully and Elana Gordis and Magdalena Cerda and Brandon D. L. Marshall","A Systematic Review of Systems Science Approaches to Understand and Address Domestic and Gender-Based Violence","JOURNAL OF FAMILY VIOLENCE",2023,"38","6, SI","1225-1241","2023 AUG","PurposeWe aimed to synthesize insights from systems science approaches applied to domestic and gender-based violence.MethodsWe conducted a systematic review of systems science studies (systems thinking, group model-building, agent-based modeling {[}ABM], system dynamics {[}SD] modeling, social network analysis {[}SNA], and network analysis {[}NA]) applied to domestic or gender-based violence, including victimization, perpetration, prevention, and community responses. We used blinded review to identify papers meeting our inclusion criteria (i.e., peer-reviewed journal article or published book chapter that described a systems science approach to domestic or gender-based violence, broadly defined) and assessed the quality and transparency of each study.ResultsOur search yielded 1,841 studies, and 74 studies met our inclusion criteria (45 SNA, 12 NA, 8 ABM, and 3 SD). Although research aims varied across study types, the included studies highlighted social network influences on risks for domestic violence, clustering of risk factors and violence experiences, and potential targets for intervention. We assessed the quality of the included studies as moderate, though only a minority adhered to best practices in model development and dissemination, including stakeholder engagement and sharing of model code.ConclusionsSystems science approaches for the study of domestic and gender-based violence have shed light on the complex processes that characterize domestic violence and its broader context. Future research in this area should include greater dialogue between different types of systems science approaches, consideration of peer and family influences in the same models, and expanded use of best practices, including continued engagement of community stakeholders.","10.1007/s10896-023-00578-8",NA,"0885-7482","1573-2851","WOS:000995093500001","chong, li/JGE-3629-2023 ","Tracy, Melissa/0000-0003-3209-0197 Cerda, Magdalena/0000-0001-8441-7046 Chong, Li Shen/0000-0001-7000-4347","MAY 2023",NA,NA,NA,NA,NA,NA,NA,NA,121
"WOS.000576388300001","Article","Tyler Prochnow and Megan S. Patterson and Joseph Sharkey and M. Renee {Umstattd Meyer","Health coalition collaboration network, perceived satisfaction and success","JOURNAL OF HEALTH ORGANIZATION AND MANAGEMENT",2020,"34","8","885-897","2020 OCT 19","Purpose The health equity and prosperity of communities is closely linked to the effectiveness and success of local health coalitions. Social network analysis (SNA) is one mechanism to quantify and understand the factors leading to collaboration and effectiveness within these coalitions. This study aims to investigate network characteristics associated with perceived success and satisfaction in a health coalition and determine significant factors related to organizational collaborations. Design/methodology/approach This study examined the Olympic Peninsula Healthy Community Coalition (OPHCC) which aims to prevent chronic disease in rural Clallam County, Washington. Representatives (n = 21) from member organizations (n = 18) were asked to report on organization characteristics, perceived satisfaction in coalition activities, perceived success toward coalition's mission, and collaborations with other organizations in the coalition. Multilevel modeling used to analyze whether an organization's position within the coalition network was associated with their perceived satisfaction and perceived success. Exponential random graph modeling was used to examine what factors may impact collaboration ties between coalition members. Findings Organization representatives reported a total of 252 collaboration ties. In multilevel models, organization characteristics and network centrality scores accounted for between 61 and 68\% of variance displayed in satisfaction scores and 45-61\% of variance in perceived success scores. Exponential random graph modeling revealed activity level, for-profit status, and transitivity as significant factors in collaborative tie presence. Originality/value Encouraging consistent active participation, a balance of organizational type, and projects which require more than two collaborators may provide an environment for collaborative ties between organizations.","10.1108/JHOM-04-2020-0120",NA,"1477-7266","1758-7247","WOS:000576388300001","Patterson, Megan/U-5546-2018 ","Patterson, Megan/0000-0001-6876-2931 Prochnow, Tyler/0000-0001-7886-4456","OCT 2020",NA,NA,NA,NA,NA,NA,NA,NA,129
"WOS.000856781800007","Article","Kashish Goyal and Aniket Nafri and Mahima Marwah and Saikumar Aramadaka and Pranshul Aggarwal and Sakshi Malhotra and Raam Mannam and Oman Gupta and Kashish Malhotra","Evaluating the Global Impact of Stroke Awareness Month: A Serial Cross-Sectional Analysis","CUREUS JOURNAL OF MEDICAL SCIENCE",2022,"14","9",NA,"SEP 10","Introduction: Stroke is the second-leading cause of mortality in the world and ranks fifth in terms of causes of death in the United States. ``Time is brain{''} when it comes to the detection and treatment of a stroke as it can reduce morbidity and disability in the long run. May is recognized as Stroke Awareness Month to involve the concerned stakeholders. The goal of this month is to raise public awareness of the risk factors for stroke and to minimize its occurrence. We, for the first time, evaluated the actual impact of this awareness campaign to formulate evidence-based recommendations to promote stroke awareness.Methods: The total number of tweets posted in the month of May from 2014 to 2022 were extracted. The search queries used were ``stroke awareness month OR stroke month OR \#strokemonth OR \#strokewarenessmonth{''} and ``stroke OR \#stroke{''}. Social network analysis of the tweets was done to understand the context of posts. Network analysis provides the capacity to estimate complex patterns of relationships and gives insights into useful information about impact, reach, and interactions in an environment. The top 100 related hashtags, influencers, and keywords were extracted. Beyond social media usage, Google Trends web search analysis was done for the search term `stroke awareness month' for interest by region of the last five years to get an overall idea of the internet search trends globally.Results: Out of the total 989,935 tweets about stroke posted in May 2022, only 1.07\% of the tweets were specific to Stroke Awareness Month. The mean and standard deviation of the percentage of targeted action from 2014 to 2022 have been 3.14\% and 1.35\%, respectively. Forty-five percent of the top users never collaborated with each other. On Google Trends analysis, the event had primary involvement from the United States and the United Kingdom. The event had very limited reach in other continents, especially in Asian and African countries.Conclusion: Our estimates highlight the limited digital impact of Stroke Awareness Month globally. The use of social media should be promoted, particularly in developing countries, to provide reliable information and generate user involvement on a global scale. Findings from this study can be leveraged to inform future policies for stroke awareness campaigns that improve public and global health.","10.7759/cureus.28997","e28997",NA,"2168-8184","WOS:000856781800007","Malhotra, Kashish/ABT-8009-2022 ","Malhotra, Kashish/0000-0002-6985-5731 Goyal, Kashish/0000-0002-6997-7691",NA,NA,NA,NA,NA,NA,NA,NA,NA,134
"WOS.000920550000007","Article","Silvia Coronado-Ferrer and Antonia Ferrer-Sapena and Rafael Aleixandre-Benavent and Juan Carlos {Valderrama Zurian} and Lourdes {Castello Cogollos","Global Trends in Scientific Research on Pediatric Obesity","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2022,"19","3",NA,"FEB","(1) Introduction: The aim of this study was to analyze scientific production, collaboration among countries, and research topics focusing on pediatric obesity. (2) Methods: The papers that were included in the study were retrieved from theWeb of Science Core Collection from Clarivate Analytics. A bibliometric analysis of several focuses, including journals of publication, subject categories, most frequent author keywords, and journal impact factors, was conducted. Social network analysis was used to recognize collaboration groups between countries and the co-occurrences of author keywords. (3) Results: A total of 12,171 research articles were published in 2036 journals classified under a variety of subject areas, with pediatrics (27.7\%), nutrition and dietetics (18.5\%), and public environmental and occupational health (18.4\%) accounting for the most frequent study areas, and Pediatric Obesity (309), the International Journal of Obesity (299), and BMC Public Health being the most productive journals. The main challenges identified for pediatric obesity include general topics such as physical activity, nutrition, diet, and prevention as well as other more specific challenges such as metabolic syndrome, insulin resistance, eating behavior, and cardiovascular diseases. (4) Conclusions: We observed a growth rate in the number of published articles of 59.8\%, which serves as evidence of the importance of the topic. The number of funded papers also doubled from 2010 to 2019. There has been significant global collaboration on the topic, with countries across five continents being involved. The results of the thematic analysis reveal the importance of exercise and nutrition-related topics along with specialized health terms and terms related to public health.","10.3390/ijerph19031251","1251",NA,"1660-4601","WOS:000920550000007","/ACP-0932-2022 ","Castello-Cogollos, Lourdes/0000-0002-0305-3154",NA,NA,NA,NA,NA,NA,NA,NA,NA,135
"WOS.000471709800003","Article","Kayo Fujimoto and Peng Wang and Charlene A. Flash and Lisa M. Kuhns and Yucheng Zhao and Muhammad Amith and John A. Schneider","Network Modeling ofPrEP Uptake on Referral Networks and Health Venue Utilization Among Young Men Who Have Sex withMen","AIDS AND BEHAVIOR",2019,"23","7","1698-1707","JUL","The objective of this study is to identify individual-level factors and health venue utilization patterns associated with uptake of pre-exposure prophylaxis (PrEP) and to evaluate whether PrEP uptake behavior is further diffused among young men who have sex with men (YMSM) through health venue referral networks. A sample of 543 HIV-seronegative YMSM aged 16-29 were recruited in 2014-2016 in Chicago, IL, and Houston, TX. Stochastic social network models were estimated to model PrEP uptake. PrEP uptake was associated with more utilization of health venues in Houston and higher levels of sexual risk behavior in Chicago. In Houston, both Hispanic and Black YMSM compared to White YMSM were less likely to take PrEP. No evidence was found to support the spread of PrEP uptake via referral networks, which highlights the need for more effective PrEP referral network systems to scale up PrEP implementation among at-risk YMSM.","10.1007/s10461-018-2327-7",NA,"1090-7165","1573-3254","WOS:000471709800003","Wang, Peng/AAV-7760-2021 Kuhns, Lisa/ABF-9280-2020 Amith, Muhammad/GZB-1844-2022 ","Wang, Peng/0000-0002-7701-561X Kuhns, Lisa/0000-0001-8294-7801 Amith, Muhammad/0000-0003-4333-1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,136
"WOS.000661012700001","Article","Xia Cao and Qi-Jun Wu and Qing Chang and Tie-Ning Zhang and Xiang-Sen Li and Yun-Xiang Chen and Yu-Hong Zhao","Knowledge Mapping of Dietary Factors of Metabolic Syndrome Research: Hotspots, Knowledge Structure, and Theme Trends","FRONTIERS IN NUTRITION",2021,"8",NA,NA,"MAY 31","Background: The global incidence of metabolic syndrome (MetS) is continuously increasing, making it a potential worldwide public health concern. Research on dietary factors related to MetS has attracted considerable attention in the recent decades. However, the research hotspots, knowledge structure, and theme trends for the dietary factors associated with MetS remain unknown, and have not yet been systematically mapped. This study aimed to review the research status of diet as a risk factor for MetS through bibliometric methods. Bibliometric analysis was conducted using the Web of Science database. Research hotspots were identified using biclustering analysis with the gCLUTO software, and knowledge structure was explored via social network analysis using the Ucinet software. Theme trends were investigated using evolutionary analysis with the SciMAT software. In total, 1,305 papers were analyzed. The research output on the dietary factors associated with MetS increased steadily. The research scope was gradually expanding and diverse. Overall, eight research hot spots, four key dietary nodes, and four motor themes on the dietary factors associated with MetS were identified. Fatty acids, dietary fiber, and polyphenols have been the focus of research in this field over the years. Evolutionary analysis showed that fish oil and vitamin C were well-developed research foci recently. Prebiotics was recognized as an emerging theme with certain developmental potential. These findings provide a better understanding of the research status of the dietary factors associated with MetS and a reference for future investigations.","10.3389/fnut.2021.655533","655533","2296-861X",NA,"WOS:000661012700001","wang, yu/IUQ-6654-2023 liu, junyang/IXD-1252-2023 Wu, Lijuan/JJG-0701-2023 Yang, Tian/JFB-1008-2023 li, Li/JPA-0218-2023 zhou, xian/JYQ-9844-2024 Wang, Guanhua/JXM-6373-2024 Zhang, Tie-Ning/GPK-5202-2022 XIE, WANYING/JNR-9259-2023 liu, junyang/IXD-1201-2023 Liu, Kai/IST-6808-2023 wen, Wen/KBB-1727-2024 chen, yuying/JNS-9778-2023 Liu, Yujie/IWU-6535-2023 ","Liu, Yujie/0000-0002-1153-6156 Wu, Qi-Jun/0000-0001-9421-5114 Zhang, Tie-Ning/0000-0003-4954-5370 cao, xia/0000-0001-9228-276X",NA,NA,NA,NA,NA,NA,NA,NA,NA,137
"WOS.000457129900044","Article","Fanrong Meng and Zitao Chen and Jiannan Wu","How are Anti-Air Pollution Policies Implemented? A Network Analysis of Campaign-Style Enforcement in China","SUSTAINABILITY",2019,"11","2",NA,"JAN 2","Haze pollution has become one of the most important environment problems in China, raising increasing serious public health concerns. When carried out through campaign-style enforcement drives, the nation's anti-air pollution policy and its implementation require all-levels of government to take measures to improve the air quality in a certain period. In this study, Xi'an, a city in northwest China, where serious haze occurs frequently, was chosen as the research sample. Based on a social network analysis of the Anti-pollution and Anti-haze Work Scheme of Xi'an for 2014 and 2015 as well as in-depth interviews with enforcement officials, we studied the attributes of the enforcement network, including the actors' respective tasks, the network's structure, and the centrality' of the network. Compared to 2014, the goals of the 2015 scheme were clearer and more challenging, with a larger number of specific tasks and tighter time limits. The structure of the enforcement network became flatter, with a horizontal' management arrangement that involved fewer actors. The core actors were shifted to the more authoritative departments, reflecting the reality that the campaign-style enforcement network structure had been adjusted toward the regulatory hierarchy system and routing administration. The results reveal that the implementation gap was narrowed by clearer and more specific roles and tasks, a simplified, flatter organizational network structure, greater decentralization of authority and responsibility to local departments, and more harmonious coordination among those departments with the most powerful leading actors. This study provides managers with an insight into the external and organizational factors involved in enhancing the effectiveness of anti-air pollution policy implementation.","10.3390/su11020340","340",NA,"2071-1050","WOS:000457129900044","3107-2022 ","0000-0001-9631-9283 wu, jian nan/0000-0003-1795-7266",NA,NA,NA,NA,NA,NA,NA,NA,NA,138
"WOS.000543978800006","Article","Hyun-Hee Heo and Woojin Jeong and Xian Hua Che and Haejoo Chung","A stakeholder analysis of community-led collaboration to reduce health inequity in a deprived neighbourhood in South Korea","GLOBAL HEALTH PROMOTION",2020,"27","2","35-44","JUN","Intersectoral collaboration amongst health and other sectors, as well as between government and non-governmental organisations, has been highlighted as a way to improve health equity. We used a mixed-methods approach to assess collaborative relationships between multiple government sectors and civil society and to suggest possible health promotion interventions and policy alternatives for the urban poor in deprived neighborhoods. A total of 18 participants involved in health promotion interventions and policy processes related to the inner-city area of Seoul were recruited using purposive sampling methods. Participants included stakeholders working for or engaging in governments (3), public health care institutions (5), social service providers (3), community-based organisations (CBOs) (4) and faith-based organisations (3). We conducted semi-structured, one-on-one interviews and then collected survey data. Quantitative data were analysed using social network analysis, and qualitative data were analysed through iterative and consensus processes. The social network analysis indicated that a CBO plays the most substantial role in sharing and controlling informational resources to promote health. A stakeholder analysis showed that the CBO neutrally and negatively viewed the possibility of collaboration with other stakeholders. Three themes related to challenges to intersectoral collaboration emerged: (1) lack of trust and communication, (2) need of a coalition with a committed leading actor for future collaboration and (3) organisational and political silos within and across public sectors. Increased understanding of the current status of and challenges to collaboration can inform the planning and implementation of complex intervening strategies and policies tailored to vulnerable people in deprived neighborhoods. Community-led collaborative actions empower people in marginalised communities to envision a healthier community.","10.1177/1757975918791517",NA,"1757-9759","1757-9767","WOS:000543978800006",NA,"Chung, Haejoo/0000-0002-2661-4161 Heo, Hyun-Hee/0000-0002-8046-2752",NA,NA,NA,NA,NA,NA,NA,NA,NA,139
"WOS.001153345300001","Article","Magali Collonnaz and Laetitia Minary and Teodora Riglea and Jodi Kalubi and Jennifer O'Loughlin and Yan Kestens and Nelly Agrinier","Lack of consistency in measurement methods and semantics used for network measures in adolescent health behaviour studies using social network analysis: a systematic review","JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH",2024,NA,NA,NA,"2024 JAN 30","Background Social network analysis (SNA) is often used to examine how social relationships influence adolescent health behaviours, but no study has documented the range of network measures used to do so. We aimed to identify network measures used in studies on adolescent health behaviours.Methods We conducted a systematic review to identify network measures in studies investigating adolescent health behaviours with SNA. Measures were grouped into eight categories based on network concepts commonly described in the literature: popularity, position within the network, network density, similarity, nature of relationships, peer behaviours, social norms, and selection and influence mechanisms. Different subcategories were further identified. We detailed all distinct measures and the labels used to name them in included articles.Results Out of 6686 articles screened, 201 were included. The categories most frequently investigated were peer behaviours (n=201, 100\%), position within the network (n=144, 71.6\%) and popularity (n=110, 54.7\%). The number of measurement methods varied from 1 for `similarity on popularity' (within the `similarity' category) to 28 for the `characterisation of the relationship between the respondent and nominated peers' (within the `nature of the relationships' category). Using the examples of `social isolation', `group membership', `individuals in a central position' (within the `position within the network' category) and `nominations of influential peers' (sub within the `popularity' category), we illustrated the inconsistent reporting and heterogeneity in measurement methods and semantics.Conclusion Robust methodological recommendations are needed to harmonise network measures in order to facilitate comparison across studies and optimise public health intervention based on SNA.","10.1136/jech-2023-220980",NA,"0143-005X","1470-2738","WOS:001153345300001",NA,NA,"JAN 2024",NA,NA,NA,NA,NA,NA,NA,NA,140
