"label","type","author","title","journal","year","volume","number","pages","month","abstract","doi","article_number","issn","eissn","unique_id","researcherid_numbers","orcid_numbers","earlyaccessdate","note","organization","address","keywords","language","p","n","sd","matches"
"WOS.000515213000035","Article","Chengxiang Tang and Xuefan Dong and Ying Lian and Daisheng Tang","Do Chinese hospital services constitute an oligopoly? Evidence of the rich-club phenomenon in a patient referral network","FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE",2020,"105",NA,"492-501","APR","Research on medical practice that uses big data has attracted considerable attention recently. In this paper, we focused on a large set of patient referral data gathered in Fujian province, China, between 2009 and 2011. We built a directed weighted patient referral network. By using four metrics from network science, namely, the power-law distribution, global rich-club coefficient, local rich-club coefficient, and assortativity coefficient, we identified a significant rich-club phenomenon in this network. In addition, the community detection was also carried out to find the relationship between rich members and non-rich members. The findings indicate an oligopoly in which Class-III hospitals occupy an overwhelmingly dominant position over the competition. Also, the characteristic `significant regional clustering' was inferred from the results. (C) 2019 Elsevier B.V. All rights reserved.","10.1016/j.future.2019.12.001",NA,"0167-739X","1872-7115","WOS:000515213000035",NA,"Tang, Chengxiang/0000-0002-7375-4896 Dong, Xuefan/0000-0002-2318-4805",NA,NA,NA,NA,NA,NA,NA,NA,NA,69
"WOS.000782061700001","Article","Tanupriya Choudhury and Rohini Arunachalam and Abhirup Khanna and Elzbieta Jasinska and Vadim Bolshev and Vladimir Panchenko and Zbigniew Leonowicz","A Social Network Analysis Approach to COVID-19 Community Detection Techniques","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2022,"19","7",NA,"APR","Machine learning techniques facilitate efficient analysis of complex networks, and can be used to discover communities. This study aimed use such approaches to raise awareness of the COVID-19. In this regard, social network analysis describes the clustering and classification processes for detecting communities. The background of this paper analyzed the geographical distribution of Tambaram, Chennai, and its public health care units. This study assessed the spatial distribution and presence of spatiotemporal clustering of public health care units in different geographical settings over four months in the Tambaram zone. To partition a homophily synthetic network of 100 nodes into clusters, an empirical evaluation of two search strategies was conducted for all IDs centrality of linkage is same. First, we analyzed the spatial information between the nodes for segmenting the sparse graph of the groups. Bipartite The structure of the sociograms 1-50 and 51-100 was taken into account while segmentation and divide them is based on the clustering coefficient values. The result of the cohesive block yielded 5.86 density values for cluster two, which received a percentage of 74.2. This research objective indicates that sub-communities have better access to influence, which might be leveraged to appropriately share information with the public could be used in the sharing of information accurately with the public.","10.3390/ijerph19073791","3791",NA,"1660-4601","WOS:000782061700001","Panchenko, Vladimir/P-8127-2017 Leonowicz, Zbigniew M./K-8650-2017 Bolshev, Vadim/M-8440-2018 JasiÅ„ska, Elzbieta/AAF-9186-2020 ","Panchenko, Vladimir/0000-0002-4689-843X Leonowicz, Zbigniew M./0000-0002-2388-3710 Bolshev, Vadim/0000-0002-5787-8581 JasiÅ„ska, Elzbieta/0000-0003-2433-3873 Choudhury, Tanupriya/0000-0002-9826-2759 Khanna, Abhirup/0000-0003-4451-0558",NA,NA,NA,NA,NA,NA,NA,NA,NA,73
"WOS.000885661300001","Article","Julia Vassey and Yogi H. Hendlin and Manali Vora and Pamela Ling","Influence of Disclosed and Undisclosed Funding Sources in Tobacco Harm Reduction Discourse: A Social Network Analysis","NICOTINE \& TOBACCO RESEARCH",2023,"25","12","1829-1837","2023 NOV 22","Introduction Tobacco harm reduction (THR) discourse has been divisive for the tobacco control community, partially because it sometimes aligns public health and tobacco industry interests. Industry funding is contentious as it influences study outcomes, and is not always disclosed in scientific publications. This study examines the role of disclosed and undisclosed industry support on THR publications via social network analysis. Methods We reviewed 826 English-language manuscripts (1992-2016) to determine disclosed and undisclosed industry (pharmaceutical, tobacco, and e-cigarette) and non-industry (including government) support received by 1405 authors. We used social network analysis to identify the most influential authors in THR discourse by assessing the number of their collaborators on publications, the frequency of connecting other authors in the network, and tendency to form groups based on the presence of sponsorship disclosures, sources of funding, and THR stance. Results About 284 (20\%) out of 1405 authors were supported by industry. Industry-sponsored authors were more central and influential in the network: with twice as many publications (Median = 4), 1.25 as many collaborators on publications (Median = 5), and higher likelihood of connecting other authors and thus having more influence in the network, compared to non-industry-sponsored authors. E-cigarette industry-sponsored authors had the strongest association with undisclosed industry support. Conclusions Authors with industry support exerted a stronger influence on the THR scientific discourse than non-industry-supported authors. Journals should continue adhering to strict policies requiring conflicts of interest disclosures. An increase in public health spending on tobacco control research may be necessary to achieve funding parity.","10.1093/ntr/ntac250",NA,"1462-2203","1469-994X","WOS:000885661300001","Hendlin, Yogi/Q-9777-2019 ","Hendlin, Yogi/0000-0002-1714-6132 Vassey, Julia/0000-0003-3002-2000","OCT 2022",NA,NA,NA,NA,NA,NA,NA,NA,74
"WOS.000666596300001","Article","Lindsey M. King and Kelsea LeBeau and Mark Hart and Raffaele Vacca","Organizational partnerships for a trauma-informed community: A community-wide social network study","JOURNAL OF COMMUNITY PSYCHOLOGY",2021,"49","7","2658-2678","2021 SEP","We investigated whether Peace4Tarpon's trauma-responsive community capacity activities led to greater collaboration among community partners. We conducted longitudinal social network analysis (SNA) among organizations within Peace4Tarpon's network in 2016 and 2018 to capture cooperation around adverse childhood experiences-related topics. We examined network structure, cohesion, organizational collaboration, and associations between centrality and organizational practices. Peace4Tarpon's network included diverse sectors, with a group of organizations forming the network core and collaborating over time. The network displayed a small increase in cohesion, more cross-sector collaboration, and less heterophily over time. We found a significant difference between the mean betweenness centralities of organizations who assessed resilience and those who did not in the 2018 average union network. This is one of the first studies using SNA to investigate a trauma-informed community network. Findings from this type of analysis may assist community organizations in strengthening outreach and strategically engaging organizations within a trauma-informed network.","10.1002/jcop.22645",NA,"0090-4392","1520-6629","WOS:000666596300001","LeBeau, Kelsea/V-9960-2019 Vacca, Raffaele/AAP-5528-2020 King, Lindsey/ADC-9618-2022 ","LeBeau, Kelsea/0000-0002-2682-218X Vacca, Raffaele/0000-0001-9908-3747 King, Lindsey/0000-0002-5986-954X","JUN 2021",NA,NA,NA,NA,NA,NA,NA,NA,76
"WOS.000778210700002","Article","Christine Arnold and Patrick Hennrich and Michel Wensing","Information exchange networks for chronic diseases in primary care practices in Germany: a cross-sectional study","BMC PRIMARY CARE",2022,"23","1",NA,"MAR 28","Background: Coordination of care requires information exchange between health workers. The structure of their information exchange networks may influence the quality and efficiency of healthcare delivery. The aim of this study was to explore and classify information exchange networks in primary care for patients with chronic diseases in Germany. Methods: A cross-sectional study was carried out between 2019 and 2021. As part of a larger project on coordination of care, this study focused on information exchange in practice teams regarding patients with type 2 diabetes (DM), coronary heart disease (CHD) and chronic heart failure (CHF). Social network analysis was applied to determine the number of connections, density and centralization for each of the health conditions for each of the practices. On the basis of the descriptive findings, we developed typologies of information exchange networks in primary care practices. Results: We included 153 health workers from 40 practices, of which 25 practices were included in the social network analysis. Four types of information exchange structures were identified for the three chronic diseases: highly connected networks with low hierarchy, medium connected networks with medium hierarchy, medium connected networks with low hierarchy and lowly connected networks. Highly connected networks with low hierarchy were identified most frequently (18 networks for DM, 17 for CHD and 14 for CHF). Of the three chronic conditions, information sharing about patients with DM involved the most team members. Information exchange outside the family practice took place mainly with nurses and pharmacists. Conclusions: This study identified four types of information exchange structures, which provides a practical tool for management and improvement in primary care. Some practices had few information transfer connections and could hardly be considered a network.","10.1186/s12875-022-01649-3","56",NA,"2731-4553","WOS:000778210700002","Hennrich, Patrick/AAB-8591-2022 Wensing, Michel/D-3998-2009 Wensing, Michel/H-8113-2014","Hennrich, Patrick/0000-0001-5924-047X Wensing, Michel/0000-0001-6569-8137",NA,NA,NA,NA,NA,NA,NA,NA,NA,78
"WOS.000752645300001","Article","Minyoung Ku and Ahreum Han and Keon-Hyung Lee","The Dynamics of Cross-Sector Collaboration in Centralized Disaster Governance: A Network Study of Interorganizational Collaborations during the MERS Epidemic in South Korea","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2022,"19","1",NA,"JAN","The debate continues as to which governance structure is most appropriate for collaborative disaster response, particularly between centralization and decentralization. This article aims to contribute to this debate by analyzing the structural characteristics of a multisectoral network that emerged and evolved under strong state control during the 2015 outbreak of Middle East respiratory syndrome-coronavirus (MERS) in South Korea. This study particularly focuses on the evolution of intra- and inter-sectoral collaboration ties in the network. The data for the study were collected through a content analysis of government documents and news articles. Using social network analysis, the authors found that the network evolved into a centralized structure around a small number of governmental organizations at the central level, organizing the ties between participating organizations rather hierarchically. The network displayed a preponderance of internal ties both among health and non-health organizations and among public and nonpublic health organizations, but under different influences of structural characteristics. This tendency was intensified during the peak period. Based on these findings, the authors conclude that the centralization of disaster management may not or only marginally be conducive to cross-sector collaboration during public health disasters, calling for a careful design of governance structures for disaster response.","10.3390/ijerph19010018","18",NA,"1660-4601","WOS:000752645300001",NA,"Han, Ahreum/0000-0001-6519-0579 Lee, Keon-Hyung/0000-0003-1885-4314",NA,NA,NA,NA,NA,NA,NA,NA,NA,89
"WOS.000985849800001","Article","Wanpeng Cao and Debin Du and Qifan Xia","Unbalanced global vaccine product trade pattern: A network perspective","SOCIAL SCIENCE \& MEDICINE",2023,"325",NA,NA,"2023 MAY","Mass vaccination is the most cost-effective intervention in response to public health events. Thus, equitable access to vaccine products is essential to ensure global human health. Based on the global vaccine product trade data from 2000 to 2018 and employing social network analysis, this paper explores the unbalanced pattern of global vaccine product trade and assesses the sensitivity interdependence between countries. Overall, the analysis shows that global vaccine product trade links have long been highly concentrated within developed countries in Europe and America. Nevertheless, with the rise of global and regional hub countries, the global vaccine product trade network has begun to evolve from a unipolar structure with the U.S. as the sole core to a multipolar structure with the U.S. and Western European countries as the core. Meanwhile, emerging countries, represented by China and India, are increasingly participating in the global vaccine product trade network and are beginning to play an important role. The formation of this multipolar pattern has provided countries in the Global South with more options for cooperation in the vaccine product trade and reduces the sensitivity inter-dependence of network periphery countries on core countries, which consequently reduces the global supply risk of vaccine products.","10.1016/j.socscimed.2023.115913","115913","0277-9536","1873-5347","WOS:000985849800001",NA,NA,"APR 2023",NA,NA,NA,NA,NA,NA,NA,NA,90
"WOS.000753311300001","Article","Mathieu O'Neil and Irfan Khan and Kate Holland and Xiaolan Cai","Mapping the connections of health professionals to COVID-19 myths and facts in the Australian Twittersphere","INFORMATION COMMUNICATION \& SOCIETY",2023,"26","9","1789-1811","2023 JUL 4","The spread of COVID-19 misinformation on social media has elicited concern amongst scholars, health agencies and governments owing to its potential harms to public health. This article addresses the question of how networks of Australian health professionals engaged with COVID-19 facts and myths on Twitter between August and October 2020. After reviewing selected literature on COVID-19 misinformation, we present our analytical choices and the methodology we used to constitute datasets of COVID-19 factual and mythical hashtags and of verified Australian health professional accounts (N:377). The article distinguishes between the capacities of `actor-actants' and `issue-actants,' and between the adoption of `field' and `contested' hashtags during a controversy. We identify categories of Australian health professional Twitter accounts such as GPs, nurses, specialists, public health professionals and researchers, and analyse the patterns of connections between these actor-actants and COVID-19 facts and myths. We find that these categories exhibit clearly distinct behaviour when tweeting or retweeting factual and mythical hashtags. Even though the rate of Australian health professionals' connection with myths in comparison to facts on Twitter is low, hashtags such as \#hydroxychloroquine attracted significant engagement. We examine these hashtags' context and find that they were mainly being debunked, though a minority of accounts endorsed them. We analyse these adoption patterns, and critically assess the `echo chamber effect.' We also consider public health and privacy implications for the dissemination of accurate information, for trust in health professionals during a pandemic, and for combatting misinformation.","10.1080/1369118X.2022.2032260",NA,"1369-118X","1468-4462","WOS:000753311300001","Cai, Xiaolan/HZH-9596-2023 ","Cai, Xiaolan/0000-0002-1708-7304 Khan, Md Irfanuzzaman/0000-0003-2671-7053 Holland, Kate/0000-0003-3873-5769 O'Neil, Mathieu/0000-0002-3537-9036","FEB 2022",NA,NA,NA,NA,NA,NA,NA,NA,92
"WOS.000868828900020","Article","Maite {Van Alboom} and Timon Elmer and Katja Boersma and Paula Forgeron and Fleur Baert and Piet Bracke and Liesbet Goubert","Social integration of adolescents with chronic pain: a social network analysis","PAIN",2022,"163","11","2232-2244","NOV","Adolescents with chronic pain (ACP) often experience impairments in their social functioning. Little is known about the consequences of these impairments on peer relationships of ACP. This study applied social network analysis to examine whether adolescents with more pain problems are less popular (RQ1), adolescents with similar pain problems name each other more often as being part of the same peer group (RQ2), dyads with an adolescent experiencing more pain problems report less positive (eg, support) and more negative (eg, conflict) friendship qualities (RQ3), and positive and negative friendship qualities moderate the relationship between pain and emotional distress (RQ4). This study used data from the first wave of a longitudinal study (N = 2767) which followed up Swedish adolescents from 19 public schools. For RQ1-3, Multiple Regression Quadratic Assignment Procedure was applied. For RQ4, standard multilevel models with observations of adolescents nested within schools were estimated. Results showed that ACP were not less popular than adolescents without chronic pain. Second, ACP nominated each other more often as being part of the same peer group. Third, results regarding friendship quality showed that adolescents with more pain problems perceived the relationship with their friends as less positive (eg, support) and more negative (eg, conflict) than adolescents with less pain problems. Finally, positive and negative friendship qualities moderated the relationship between pain and emotional distress. This study contributes to the literature on the importance of peer relationships of ACP. Clinical implications and directions for future research are discussed.","10.1097/j.pain.0000000000002623",NA,"0304-3959","1872-6623","WOS:000868828900020","Goubert, Liesbet/J-9607-2012 ","Goubert, Liesbet/0000-0002-7657-5148 Baert, Fleur/0000-0002-7602-5859 Boersma, Katja/0000-0001-9429-9012 Van Alboom, Maite/0000-0003-3883-8549 Forgeron, Paula/0000-0002-4686-9698",NA,NA,NA,NA,NA,NA,NA,NA,NA,93
"WOS.000666451700001","Article","Wen Deng and Yi Yang","Cross-Platform Comparative Study of Public Concern on Social Media during the COVID-19 Pandemic: An Empirical Study Based on Twitter and Weibo","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2021,"18","12",NA,"JUN","The COVID-19 pandemic has created a global health crisis that has affected economies and societies worldwide. During these times of uncertainty and crisis, people have turned to social media platforms as communication tools and primary information sources. Online discourse is conducted under the influence of many different factors, such as background, culture, politics, etc. However, parallel comparative research studies conducted in different countries to identify similarities and differences in online discourse are still scarce. In this study, we combine the crisis lifecycle and opinion leader concepts and use data mining and a set of predefined search terms (coronavirus and COVID-19) to investigate discourse on Twitter (101,271 tweets) and Sina Weibo (92,037 posts). Then, we use a topic modeling technique, Latent Dirichlet Allocation (LDA), to identify the most common issues posted by users and temporal analysis to research the issue's trend. Social Network Analysis (SNA) allows us to discover the opinion leader on the two different platforms. Finally, we find that online discourse reflects the crisis lifecycle according to the stage of COVID-19 in China and the US. Regarding the status of the COVID-19 pandemic, users of Twitter tend to pay more attention to the economic situation while users of Weibo pay more attention to public health. The issues focused on in online discourse have a strong relationship with the development of the crisis in different countries. Additionally, on the Twitter platform many political actors act as opinion leaders, while on the Weibo platform official media and government accounts control the release of information.","10.3390/ijerph18126487","6487",NA,"1660-4601","WOS:000666451700001",NA,"Deng, Wen/0000-0002-6221-4608 , Yi Yang/0000-0003-4275-8277",NA,NA,NA,NA,NA,NA,NA,NA,NA,95
"WOS.000969776100001","Article","Jean-Christophe Boucher and So Youn Kim and Genevieve Jessiman-Perreault and Jack Edwards and Henry Smith and Nicole Frenette and Abbas Badami and Lisa Allen Scott","HPV vaccine narratives on Twitter during the COVID-19 pandemic: a social network, thematic, and sentiment analysis","BMC PUBLIC HEALTH",2023,"23","1",NA,"APR 14","IntroductionThe COVID-19 pandemic has increased online interactions and the spread of misinformation. Some researchers anticipate benefits stemming from improved public awareness of the value of vaccines while others worry concerns around vaccine development and public health mandates may have damaged public trust. There is a need to understand whether the COVID-19 pandemic, vaccine development, and vaccine mandates have influenced HPV vaccine attitudes and sentiments to inform health communication strategies.MethodsWe collected 596,987 global English-language tweets from January 2019-May 2021 using Twitter's Academic Research Product track. We determined vaccine confident and hesitant networks discussing HPV immunization using social network analysis. Then, we used a neural network approach to natural language processing to measure narratives and sentiment pertaining to HPV immunization.ResultsMost of the tweets in the vaccine hesitant network were negative in tone (54.9\%) and focused on safety concerns surrounding the HPV vaccine while most of the tweets in the vaccine confident network were neutral (51.6\%) and emphasized the health benefits of vaccination. Growth in negative sentiment among the vaccine hesitant network corresponded with legislative efforts in the State of New York to mandate HPV vaccination for public school students in 2019 and the WHO declaration of COVID-19 as a Global Health Emergency in 2020. In the vaccine confident network, the number of tweets concerning the HPV vaccine decreased during the COVID-19 pandemic but in both vaccine hesitant and confident networks, the sentiments, and themes of tweets about HPV vaccine were unchanged.ConclusionsAlthough we did not observe a difference in narratives or sentiments surrounding the HPV vaccine during the COVID-19 pandemic, we observed a decreased focus on the HPV vaccine among vaccine confident groups. As routine vaccine catch-up programs restart, there is a need to invest in health communication online to raise awareness about the benefits and safety of the HPV vaccine.","10.1186/s12889-023-15615-w","694",NA,"1471-2458","WOS:000969776100001","Jessiman-Perreault, Genevieve/JLK-8537-2023 ","Jessiman-Perreault, Genevieve/0000-0002-2755-7891 Boucher, Jean-Christophe/0000-0001-5529-6572",NA,NA,NA,NA,NA,NA,NA,NA,NA,96
"WOS.000519242900017","Article","Roxana Triguero-Ocana and Beatriz Martinez-Lopez and Joaquin Vicente and Jose A. Barasona and Jordi Martinez-Guijosa and Pelayo Acevedo","Dynamic Network of Interactions in the Wildlife-Livestock Interface in Mediterranean Spain: An Epidemiological Point of View","PATHOGENS",2020,"9","2",NA,"FEB","The correct management of diseases that are transmitted between wildlife and livestock requires a reliable estimate of the pathogen transmission rate. The calculation of this parameter is a challenge for epidemiologists, since transmission can occur through multiple pathways. The social network analysis is a widely used tool in epidemiology due to its capacity to identify individuals and communities with relevant roles for pathogen transmission. In the present work, we studied the dynamic network of interactions in a complex epidemiological scenario using information from different methodologies. In 2015, nine red deer, seven fallow deer, six wild boar and nine cattle were simultaneously monitored using GPS-GSM-Proximity collars in Donana National Park. In addition, 16 proximity loggers were set in aggregation points. Using the social network analysis, we studied the dynamic network of interactions, including direct and indirect interactions, between individuals of different species and the potential transmission of pathogens within this network. The results show a high connection between species through indirect interactions, with a marked seasonality in the conformation of new interactions. Within the network, we differentiated four communities that included individuals of all the species. Regarding the transmission of pathogens, we observed the important role that fallow deer could be playing in the maintenance and transmission of pathogens to livestock. The present work shows the need to consider different types of methodologies in order to understand the complete functioning of the network of interactions at the wildlife/livestock interface. It also provides a methodological approach applicable to the management of shared diseases.","10.3390/pathogens9020120","120",NA,"2076-0817","WOS:000519242900017","MartÃ­nez-LÃ³pez, Beatriz/HTQ-2159-2023 Lopez, Beatriz Martinez/AAE-6692-2021 Martinez-Guijosa, Jordi/AAG-5843-2019 Vicente, JoaquÃ­n/K-7822-2013 Barasona, Jose/ABH-7368-2020 Triguero, Roxana/JZT-4481-2024 Acevedo, Pelayo/L-6737-2013 ","Martinez-Guijosa, Jordi/0000-0002-9553-7673 Barasona, Jose/0000-0003-4066-8454 Acevedo, Pelayo/0000-0002-3509-7696 Triguero Ocana, Roxana/0000-0003-4875-4306",NA,NA,NA,NA,NA,NA,NA,NA,NA,97
"WOS.000755305800089","Article","Hagen Waesche and Laura Wolbring and Alexander Woll","Physical activity promotion in an urban district: Analyzing the mechanisms of interorganizational cooperation","PLOS ONE",2021,"16","11",NA,"NOV 15","Past research has identified the importance of cooperation among community-based organizations from different sectors to address public health problems such as insufficient physical activity. However, little is known about how and why interorganizational cooperation occurs. The present study sought to analyze the structure and emergent patterns of interorganizational cooperation within a network promoting physical activity based in an urban district neighborhood of a city in Southwestern Germany. Survey data on cooperative relations among 61 network organizations and organizational attributes (e.g., possession of sport facilities) were collected. Social network analysis was applied to examine network properties and exponential random graph models were estimated to test hypotheses concerning mechanisms and conditions of cooperative tie formation. The results show that the network of cooperation is sparse but characterized by a tendency for cooperation to occur in triangular structures. Other significant mechanisms of cooperative tie formation are preferential attachment, with the community department for education and sports being the most central network actor, and heterophily regarding the cooperation of organizations from different sectors. This study provides valid and reliable findings on conditions of network formation and significant mechanisms of interorganizational cooperation in the field of physical activity promotion. Knowledge about these mechanisms can help to manage networks effectively and efficiently and reveal potentials for improvement and intensification of interorganizational cooperation in both the present and other research areas of health promotion.","10.1371/journal.pone.0260053","e0260053","1932-6203",NA,"WOS:000755305800089",NA,"Wolbring, Laura/0000-0001-9596-1119 Woll, Alexander/0000-0002-5736-2980",NA,NA,NA,NA,NA,NA,NA,NA,NA,98
"WOS.000588375500021","Article","Pilar Marques-Sanchez and Enedina {Quiroga Sanchez} and Cristina Liebana-Presa and Elena Fernandez-Martinez and Isaias Garcia-Rodriguez and Jose {Alberto Benitez-Andrades","The consumption of alcohol by adolescent schoolchildren: Differences in the triadic relationship pattern between rural and urban environments","PLOS ONE",2020,"15","11",NA,"NOV 2","Objective Excessive alcohol consumption in adolescents is one of the most significant public health problems currently facing society. Social and geographical contexts contribute to the development of alcohol-related behavior in adolescents. The aim of this research is to analyze the social pattern related to alcohol consumption in adolescents based on their geographical environment. Methodology We designed a descriptive cross-sectional study based on social network analysis. We recruited 196 high school students between 16 and 18 years of age to participate in the study. The methodology applied was social network analysis by means of transitivity and homophily social triads. The data were analyzed using STATA statistical software. Results and conclusions A total of 58.48\% of rural adolescents consumed alcohol compared to 49.52\% of urban adolescents. These results demonstrate that adolescents who live in rural areas exhibit a greater risk of drinking alcohol than those who live in urban areas. The presence of transitive triads increases the probability of sharing sociodemographic attributes in such a way that it may be considered one of the causes of homophily, contributing to adolescents taking greater risks, such as consuming alcohol.","10.1371/journal.pone.0241135","e0241135","1932-6203",NA,"WOS:000588375500021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"WOS","Article","Tobias Fleuren and Ansgar Thiel and Annika Frahsa","Identification of Network Promoters in a Regional and Intersectoral Health Promotion Network: A Qualitative Social Network Analysis in Southern Germany","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2021,"18","16",NA,"AUG","Health in all policies is a key approach to promote health and calls for cooperation between diverse levels of government and different sectors. In this paper, we analyze how a network called `Healthy Region Plus' in Southern Germany addresses intersectoral cooperation at city and county levels. We aim to analyze the different roles of actors involved in the network based on the promoter model. We conducted two socio-material network mappings based on the Net-map approach by Schiffer and Hauck. The analysis followed three steps: data visualization, descriptive analysis of network properties, and interpretation of findings. Our findings reveal a complex intersectoral cooperation structure, with county and city level clusters, with network members who act as diverse power, expert, process, or relationship promoters. We also identified certain relevant sectors not to be part of the network. We discuss that the success of the network depends on the members' active participation in and their outreach beyond the existing network, between city and county levels, and across sectors to promote health and build health-promoting structures in the region.","10.3390/ijerph18168372","8372",NA,"1660-4601","WOS:000690517700001","Frahsa, Annika/P-7574-2019 ","Frahsa, Annika/0000-0002-0207-3989 Thiel, Ansgar/0000-0001-9217-0442",NA,NA,NA,NA,NA,NA,NA,NA,NA,102
"WOS.000692924900001","Article","Krishna N. Balasubramaniam and Stefano S. K. Kaburu and Pascal R. Marty and Brianne A. Beisner and Eliza Bliss-Moreau and Malgorzata E. Arlet and Nadine Ruppert and Ahmad Ismail and Shahrul {Anuar Mohd Sah} and Lalith Mohan and Sandeep Rattan and Ullasa Kodandaramaiah and Brenda McCowan","Implementing social network analysis to understand the socioecology of wildlife co-occurrence and joint interactions with humans in anthropogenic environments","JOURNAL OF ANIMAL ECOLOGY",2021,"90","12","2819-2833","2021 DEC","Human population expansion into wildlife habitats has increased interest in the behavioural ecology of human-wildlife interactions. To date, however, the socioecological factors that determine whether, when or where wild animals take risks by interacting with humans and anthropogenic factors still remains unclear. We adopt a comparative approach to address this gap, using social network analysis (SNA). SNA, increasingly implemented to determine human impact on wildlife ecology, can be a powerful tool to understand how animal socioecology influences the spatiotemporal distribution of human-wildlife interactions. For 10 groups of rhesus, long-tailed and bonnet macaques (Macaca spp.) living in anthropogenically impacted environments in Asia, we collected data on human-macaque interactions, animal demographics, and macaque-macaque agonistic and affiliative social interactions. We constructed `human co-interaction networks' based on associations between macaques that interacted with humans within the same time and spatial locations, and social networks based on macaque-macaque allogrooming behaviour, affiliative behaviours of short duration (agonistic support, lip-smacking, silent bare-teeth displays and non-sexual mounting) and proximity. Pre-network permutation tests revealed that, within all macaque groups, specific individuals jointly took risks by repeatedly, consistently co-interacting with humans within and across time and space. GLMMs revealed that macaques' tendencies to co-interact with humans was positively predicted by their tendencies to engage in short-duration affiliative interactions and tolerance of conspecifics, although the latter varied across species (bonnets>rhesus>long-tailed). Male macaques were more likely to co-interact with humans than females. Neither macaques' grooming relationships nor their dominance ranks predicted their tendencies to co-interact with humans. Our findings suggest that, in challenging anthropogenic environments, less (compared to more) time-consuming forms of affiliation, and additionally greater social tolerance in less ecologically flexible species with a shorter history of exposure to humans, may be key to animals' joint propensities to take risks to gain access to resources. For males, greater exploratory tendencies and less energetically demanding long-term life-history strategies (compared to females) may also influence such joint risk-taking. From conservation and public health perspectives, wildlife connectedness within such co-interaction networks may inform interventions to mitigate zoonosis, and move human-wildlife interactions from conflict towards coexistence.","10.1111/1365-2656.13584",NA,"0021-8790","1365-2656","WOS:000692924900001","Ruppert, Nadine/D-7085-2016 Kaburu, Stefano Seraph Kiambi/H-8523-2013 Kodandaramaiah, Ullasa/B-9683-2009","Ruppert, Nadine/0000-0002-9760-0058 ","SEP 2021",NA,NA,NA,NA,NA,NA,NA,NA,104
"WOS.000554923700001","Article","Anatoliy Gruzd and Philip Mai","Going viral: How a single tweet spawned a COVID-19 conspiracy theory on Twitter","BIG DATA \& SOCIETY",2020,"7","2",NA,"JUL","In late March of 2020, a new hashtag, \#FilmYourHospital, made its first appearance on social media. The hashtag encouraged people to visit local hospitals to take pictures and videos of empty hospitals to help ``prove{''} that the COVID-19 pandemic is an elaborate hoax. Using techniques from Social Network Analysis, this case study examines how this conspiracy theory propagated on Twitter and whether the hashtag virality was aided by the use of automation or coordination among Twitter users. We found that while much of the content came from users with limited reach, the oxygen that fueled this conspiracy in its early days came from a handful of prominent conservative politicians and far right political activists on Twitter. These power users used this hashtag to build awareness about the campaign and to encourage their followers to break quarantine and film what is happening at their local hospitals. After the initial boost by a few prominent accounts, the campaign was mostly sustained by pro-Trump accounts, followed by a secondary wave of propagation outside the U.S. The rise of the \#FilmYourHospital conspiracy from a single tweet demonstrates the ongoing challenge of addressing false, viral information during the COVID-19 pandemic. While the spread of misinformation can be potentially mitigated by fact-checking and directing people to credible sources of information from public health agencies, false and misleading claims that are driven by politics and supported by strong convictions and not science are much harder to root out.","10.1177/2053951720938405","2053951720938405","2053-9517",NA,"WOS:000554923700001",NA,"Mai, Philip/0000-0002-6950-1220 Gruzd, Anatoliy/0000-0003-2366-5163",NA,NA,NA,NA,NA,NA,NA,NA,NA,106
